category,image_id,filename,class_label,behavior_description,severity_level,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,timestamp
head_turned,49be07d9-298d-48e4-89f1-c0cf39758908,njOuoP05dF,7,,3,1,1,1,1,2025-05-19T17:56:29.971Z
no_seatbelt,425674f9-8f02-49ff-95dc-e5ec3507d6db,alnnR9bZZV,1,,4,1,1,1,1,2025-08-24T12:30:14.815Z
normal_driving,c59e4d7b-6d6f-4a38-b8f8-7a8ad43be43a,x5nZqWM49U,1,,3,1,1,1,1,2025-07-01T04:36:45.350Z
eyes_closed,611231d4-c074-4d6b-965c-59b0ca445f0c,WtSkOd0ORq,5,,1,1,1,1,1,2025-12-04T22:06:55.736Z
drowsy_eyes,ff15c8cd-ebbb-4ea4-b3bc-e5108e14758f,SnJZAsxwds,3,,4,1,1,1,1,2025-11-03T05:20:36.372Z
yawning,7d76d181-3776-4378-bb70-393d00106856,Ze98nRs2sr,2,,3,1,1,1,1,2025-03-04T01:31:25.909Z
phone_use,c269990f-ef83-4e79-a95b-4acd0d70445a,dhZayhosX8,3,,1,1,1,1,1,2025-06-09T06:37:38.064Z
phone_scroll,abd7aa57-e37f-4c53-a159-9c76e5f8621e,Y277u0WpPA,4,,5,1,1,1,1,2025-01-26T08:19:04.772Z
drinking,acf798fc-2429-4456-b6f6-de9b9b97bd71,GvFdF3m9Ef,7,,5,1,1,1,1,2025-11-12T08:25:01.873Z
head_turned,1e336717-3880-44dd-9968-c43932eeb567,3R1Kr1ulkE,7,,3,1,1,1,1,2025-03-02T05:40:51.203Z
no_seatbelt,21706bed-881c-4550-9b3b-424123fe250d,S07xIpwRLF,7,,1,1,1,1,1,2025-04-04T00:35:15.490Z
normal_driving,cf3cc850-2b83-455b-b612-d113a4c70299,lvNuKijmxB,5,,1,1,1,1,1,2025-02-14T03:18:55.995Z
eyes_closed,37ce8ae2-dd4e-47c8-8642-29e5c925f00f,SSc4gv5VwS,1,,2,1,1,1,1,2025-07-02T01:46:50.043Z
drowsy_eyes,e19ee6e2-01aa-4e9e-8c47-ebf624b0ca86,t9iXuCzU1h,4,,2,1,1,1,1,2025-12-27T16:45:26.602Z
yawning,89c26ae0-ed54-48ca-97ce-2ecfef880209,Wb0DwQkXYo,2,,1,1,1,1,1,2025-03-11T18:18:37.567Z
phone_use,c4ff91c3-2c00-4707-b941-e0a7110e41b6,gqKgZZO5iD,7,,3,1,1,1,1,2025-06-30T20:11:38.044Z
phone_scroll,9b68f196-78a4-4bad-89fb-f073b12fa191,GBcnEJ8oqM,1,,5,1,1,1,1,2025-06-28T09:11:46.885Z
drinking,ea669ef9-b015-4e04-8e14-ee922d835135,J7kDdWd0oz,2,,3,1,1,1,1,2025-09-04T16:01:50.894Z
head_turned,d39bbd9f-af85-4263-b646-28972206c5f9,yp0rTtijAb,4,,4,1,1,1,1,2025-04-20T17:06:27.078Z
no_seatbelt,c5d99e27-55e9-48f4-86da-001ca2525f44,BD9X6mpajk,7,,1,1,1,1,1,2025-09-13T22:48:04.761Z
normal_driving,fcac6ac7-6587-4025-8739-2c169180d64d,y8gzgIvPTe,7,,4,1,1,1,1,2025-08-07T20:11:24.496Z
eyes_closed,8419ce80-a8df-4ea2-8537-0bb02b5c6894,g7Ryt4CGg0,7,,2,1,1,1,1,2025-09-21T19:09:38.634Z
drowsy_eyes,be226135-95e7-4826-a194-8c31c078c6b8,Yrmi14rK0I,7,,3,1,1,1,1,2025-12-01T08:34:26.870Z
yawning,2d3f83d2-68a0-4a00-90ce-9d30c44b46dc,Z1sUk2wc0T,7,,4,1,1,1,1,2025-03-30T03:44:17.793Z
phone_use,360f123c-e82f-46ee-b249-0a976651dae4,tzjSeRcbuI,8,,2,1,1,1,1,2025-10-10T11:50:22.062Z
phone_scroll,b1268cf4-8bcf-4fc7-b203-26ffb253e11d,sx4YFNEMwr,5,,5,1,1,1,1,2025-02-04T22:09:02.367Z
drinking,74282a1f-6c47-4244-95bf-76aeff3622d9,mymC984gzX,1,,2,1,1,1,1,2025-07-28T11:33:40.102Z
head_turned,1fa44099-8561-4fe5-ab8d-3a46dab20ab2,w2BHE4908B,4,,3,1,1,1,1,2025-09-21T02:28:18.222Z
no_seatbelt,1a18b978-d6ef-49f5-9c0d-fe03d3eea0ed,kdLynSkAt9,1,,5,1,1,1,1,2025-02-03T10:48:24.267Z
normal_driving,532b6c96-b8e5-42ca-a1e0-7166960068ec,vrhJ1VCOuV,3,,4,1,1,1,1,2025-10-09T18:59:14.334Z
eyes_closed,04d3507c-0ef1-4243-87d8-ff441e503313,NXLSsLdaEU,4,,4,1,1,1,1,2025-12-09T08:41:59.521Z
drowsy_eyes,01b0f30f-e643-4834-96b4-519aea294405,zVFNFIV4F3,1,,2,1,1,1,1,2025-11-14T22:59:30.007Z
yawning,e500e3d0-c1d2-4dee-b1f8-c7e7f42a5999,lNx9SuRTVL,5,,5,1,1,1,1,2025-03-21T15:12:27.407Z
phone_use,3febae99-bcb1-4cf7-b528-3600cb805ef5,RVoCnxdZTV,6,,3,1,1,1,1,2025-11-08T21:59:06.617Z
phone_scroll,93bfb4e9-c3db-452e-b18c-64f6898255f1,2bENcBKRT3,6,,1,1,1,1,1,2025-05-27T18:46:40.564Z
drinking,a603ec89-1e38-4d47-a547-c50a059ac228,mSUGgy3XDI,4,,3,1,1,1,1,2025-05-17T12:40:14.553Z
head_turned,9e5cdb4f-b700-4a45-aeb8-0ea89bdc651c,BiRt7UwPHm,3,,1,1,1,1,1,2025-12-29T15:08:53.106Z
no_seatbelt,bf86222d-3867-4c85-a269-405679d672ad,KDrDfwdBWb,6,,4,1,1,1,1,2025-11-03T23:19:24.886Z
normal_driving,06788ec6-2d45-4856-a753-9b83416a6379,kjpqw2m5fn,6,,5,1,1,1,1,2025-05-15T22:39:33.333Z
eyes_closed,d9f39f6c-f1c6-4029-bd33-c8e6c3a7caaf,yAGhgk1Ud4,6,,5,1,1,1,1,2025-04-07T23:38:56.417Z
drowsy_eyes,fbc4e036-e967-48f3-88cf-06668ca51cca,9rYxNvZAXu,1,,5,1,1,1,1,2025-10-20T10:48:54.932Z
yawning,17996596-d89b-4210-87c0-396ce8c2dbbe,FoVesWaiQo,4,,1,1,1,1,1,2025-11-06T00:28:56.201Z
phone_use,2316487f-2af5-423e-8124-2a73fda1c329,3q1VKpIh96,2,,2,1,1,1,1,2025-01-25T21:03:56.562Z
phone_scroll,10e26c43-f5e0-4332-a524-05af1d8336d3,kw0vnqkapp,8,,5,1,1,1,1,2025-03-08T02:28:47.717Z
drinking,7abd273c-ade2-4f3d-83fc-fbd611181f97,OnVBSDSYlJ,6,,2,1,1,1,1,2025-03-02T04:59:36.476Z
head_turned,c3cdf907-36a5-4610-9fa3-cbcd2516d070,i57yxzHvva,5,,2,1,1,1,1,2025-06-17T16:48:34.145Z
no_seatbelt,82a36636-7937-4a9c-8786-b6c24d4e551b,ebslhUtQLI,3,,3,1,1,1,1,2025-08-12T17:13:29.973Z
normal_driving,6680c40a-45bb-4ea0-8bf4-eb34b9e07b43,lkzfUVLeTM,6,,2,1,1,1,1,2025-02-08T22:07:14.159Z
eyes_closed,6a1afc0b-f0e1-4a96-a6f7-6b2d9cb898bd,yMmMawds6C,3,,2,1,1,1,1,2025-10-28T12:50:05.916Z
drowsy_eyes,1bbf2a56-f9cc-4da4-abb3-dc0e5a79fc96,QczTlRTgjm,7,,3,1,1,1,1,2025-10-14T11:52:05.687Z
yawning,76b8b102-a349-466b-a9ac-19355fef9383,5tnpgzCzeJ,6,,4,1,1,1,1,2025-06-08T07:36:39.682Z
phone_use,0e4de986-c04a-4ff1-8dea-c2e4a44482ba,3iFArvCcsi,8,,4,1,1,1,1,2025-12-23T15:29:45.558Z
phone_scroll,d22b4e48-1fec-47f9-bea7-bfba8359c408,tME7H1B48w,3,,3,1,1,1,1,2025-07-19T02:31:49.056Z
drinking,75dc0854-4a50-4562-ba97-6aae16b89101,x5mXEBQqPK,8,,4,1,1,1,1,2025-11-25T02:13:32.463Z
head_turned,e4a5ebf4-e37f-42af-92ab-f0c734d7c48a,HjBP2bW7EY,1,,5,1,1,1,1,2025-10-12T06:54:20.698Z
no_seatbelt,12c3dfad-5112-440e-af80-077dabb54620,u4uobsFdsT,4,,1,1,1,1,1,2025-11-05T13:07:31.197Z
normal_driving,55e79e0d-0585-4164-b068-fc05fcb7992a,A2atJ7EBy5,6,,3,1,1,1,1,2025-11-27T22:08:36.178Z
eyes_closed,ce57beaf-f8b6-4c53-bd99-babb7cbffc30,6UnlnaCFmq,5,,1,1,1,1,1,2025-11-21T01:08:27.816Z
drowsy_eyes,98c752a7-b079-424e-a517-d539608ca3ea,vwysEBRCQY,2,,4,1,1,1,1,2025-08-21T22:06:18.152Z
yawning,dcb58346-86df-4518-ade5-bbe5b6339f61,h22NvaiJjT,2,,3,1,1,1,1,2026-01-18T22:15:22.880Z
phone_use,9b8590fc-9469-47bd-aef8-cb258930ee05,3UqZBXqHoQ,1,,1,1,1,1,1,2025-11-01T13:47:58.035Z
phone_scroll,6121272f-0ffd-4bd7-811d-c8cf1739d2e7,e5pYZg4wGe,2,,1,1,1,1,1,2025-05-30T06:46:50.036Z
drinking,a4ebad85-fb13-4b55-9070-7470347e2d0c,iPAEpPcyLP,4,,4,1,1,1,1,2025-07-14T01:02:11.876Z
head_turned,b9abcba2-e8db-4ea9-8888-07903e22c7e9,Hqa4DfdHno,2,,5,1,1,1,1,2025-04-23T21:14:25.560Z
no_seatbelt,a937636b-0a5a-4fd8-a4f7-fa86f2d7ed79,atBDqZmKrV,8,,3,1,1,1,1,2025-05-11T14:27:45.079Z
normal_driving,1447577d-65f1-4638-bbd3-c366dc59aaf9,aMe4eQ95Bn,3,,1,1,1,1,1,2025-11-23T21:38:08.319Z
eyes_closed,98562aa9-d8fb-49a6-9ea3-8fd72dadb901,29c1qHkaxX,1,,1,1,1,1,1,2025-03-17T17:15:04.238Z
drowsy_eyes,17fbc8cc-b7f1-49b4-8d00-794d5939513d,kuSkEJMHCC,4,,2,1,1,1,1,2025-05-07T07:56:31.090Z
yawning,22c157fe-b76f-4af0-95f6-883a557e3397,fSu9Rwt3Cb,8,,3,1,1,1,1,2025-11-10T07:42:22.180Z
phone_use,df7218eb-2dc8-4af6-884c-e024b62a4b6f,6Cl5xY4GHh,3,,5,1,1,1,1,2025-04-29T20:23:57.623Z
phone_scroll,19e70f63-1316-4efb-a22c-b59fb1839400,O7wY9wPyiM,7,,4,1,1,1,1,2025-06-26T10:18:18.254Z
drinking,75c7b58a-4fdd-4358-ba0e-8cda6aa1d9d9,xRASnyH2Av,3,,5,1,1,1,1,2025-11-26T08:37:17.597Z
head_turned,bad3f05c-2862-49c1-9625-b1dc9d8253bd,t6erI6QvOh,7,,2,1,1,1,1,2025-09-20T15:15:33.733Z
no_seatbelt,dce3be3b-29fc-45b5-aaef-246b673ee14a,PXigTtMruE,4,,5,1,1,1,1,2026-01-20T00:01:48.922Z
normal_driving,d30df8fa-9cda-43a7-8964-8e9a3eabc89c,FzUSzSDhGb,8,,2,1,1,1,1,2025-05-22T14:06:23.536Z
eyes_closed,5284ab9a-185a-46ab-bf3f-a352936d77a0,8eQtk3RPUG,4,,2,1,1,1,1,2025-03-28T13:05:11.781Z
drowsy_eyes,34a336cb-9649-4427-ba2f-a49dc31b76e6,uQler1xnTm,4,,2,1,1,1,1,2025-05-26T00:53:41.724Z
yawning,0716ab13-457d-497a-b743-20c414b28d1c,VqtO1js4tQ,6,,4,1,1,1,1,2025-11-08T00:27:53.423Z
phone_use,50ed594c-609e-4f73-b082-c8432e298cdb,poPM26qyCS,5,,1,1,1,1,1,2025-06-25T06:14:32.944Z
phone_scroll,2936ec0c-6395-4e4c-87ba-3bfa944e4320,QMjaofBXCB,6,,4,1,1,1,1,2025-08-16T05:42:17.969Z
drinking,34a72bec-112e-464a-92cf-01b3dc5b6037,rZREZXLySh,1,,3,1,1,1,1,2025-06-05T11:38:38.440Z
head_turned,5808898c-07e7-4b34-9b85-7e24624d929d,JNhhwZBgg6,7,,5,1,1,1,1,2025-08-13T08:17:32.299Z
no_seatbelt,f397a083-8545-4903-a66d-f3647f94a143,j83L3m7eHG,7,,2,1,1,1,1,2025-07-09T22:20:43.902Z
normal_driving,796fc57f-d0ce-46bf-b88e-3376d34b7df0,5r6RKS9v6B,6,,5,1,1,1,1,2025-05-23T03:26:15.062Z
eyes_closed,7c8d8aca-85f5-4712-8bc2-c1698dc25cc0,FdL7bclKpp,7,,3,1,1,1,1,2025-05-13T17:26:18.832Z
drowsy_eyes,3fb6e854-9e96-4066-b930-984695699972,6CImxNKSU2,1,,2,1,1,1,1,2025-12-12T12:02:59.780Z
yawning,65236190-f313-47af-8550-b3ae0874584c,MKhHUgBV4l,7,,1,1,1,1,1,2025-09-18T08:50:05.775Z
phone_use,98feba1d-d70a-4fc6-b18c-a2e4eca95a07,eRWS4eVEoP,7,,3,1,1,1,1,2025-10-17T08:42:06.926Z
phone_scroll,f6fb830c-181e-4fcd-ac73-b6566cf97b1d,zoRyfl9fEw,3,,4,1,1,1,1,2025-07-03T15:37:41.917Z
drinking,42d884cd-3bf5-4c7e-b6ff-10ed07574a22,rpUZlbCUjC,7,,2,1,1,1,1,2025-06-17T11:29:09.835Z
head_turned,e516e77e-6468-4c0e-a243-ca36e0d8488c,eAv1ChM3hs,2,,1,1,1,1,1,2025-02-21T00:20:12.052Z
no_seatbelt,d13cb9f9-a35f-40e0-a4a5-fd7d1ef1124e,VMpF0Ixl9Z,1,,1,1,1,1,1,2025-05-08T01:56:42.417Z
normal_driving,14460298-6827-4780-989a-8eb9ddc05852,1GgzfLD6cQ,5,,2,1,1,1,1,2025-08-17T02:50:03.179Z
eyes_closed,566ee76f-bd04-47b5-9292-5b1c2e7a639c,qQNrmRF1Dm,5,,4,1,1,1,1,2025-04-13T04:22:08.531Z
drowsy_eyes,0b4ea71e-f9b5-4a3c-99ed-f43d6d92cd0a,mFeh8Ok2ru,6,,2,1,1,1,1,2025-07-08T00:50:17.112Z
yawning,2323cfc0-4df8-4ded-a98a-9c622eb9e158,lKaoUhf2ak,7,,4,1,1,1,1,2025-09-09T08:10:26.647Z
phone_use,aca9170d-4cb3-4cad-86c8-417c92ac94ea,KALbvma2Dx,5,,5,1,1,1,1,2025-07-19T16:22:31.846Z
phone_scroll,d3745b2c-9cc5-4f39-bb33-df6296cd76e8,xskI10am2o,8,,5,1,1,1,1,2025-06-17T09:20:54.517Z
drinking,66965067-9d8f-4883-916e-669f12ff78b1,XzucOKYkHy,4,,4,1,1,1,1,2025-06-01T12:28:33.710Z
head_turned,d810191e-917b-409a-b02c-d170817bcddc,bzJCOOgqA7,1,,4,1,1,1,1,2025-08-07T16:27:30.099Z
no_seatbelt,c4d07844-9372-476c-998c-be72350dbf9a,NKNytwKqwr,2,,3,1,1,1,1,2025-08-02T05:39:29.487Z
normal_driving,464b3689-9df5-4ab2-8752-9bb3141d6486,ZYDrcfBncL,3,,5,1,1,1,1,2025-02-26T13:59:54.530Z
eyes_closed,c5d14dd7-9d1a-4da1-8b93-1b4a79fbd4c8,e9bAhgAtcu,4,,5,1,1,1,1,2025-04-26T10:47:58.762Z
drowsy_eyes,b39311c0-0bff-461c-9607-ca749a5071ce,SUaL3bT5Fr,8,,4,1,1,1,1,2025-10-25T06:06:13.811Z
yawning,df3ecbac-dfc6-4a6a-9d3c-8177943e7975,X6vsRtkCXw,3,,4,1,1,1,1,2025-07-24T02:13:40.076Z
phone_use,566e49a5-9f55-42bf-b642-9fd369ae2219,4QTgSLYeuH,4,,3,1,1,1,1,2025-07-07T12:17:10.500Z
phone_scroll,fad54c4c-f5fd-4ce0-981b-0ccc38eaa3d4,u0S8RT6BZD,8,,3,1,1,1,1,2025-02-14T02:33:22.539Z
drinking,ea3fd060-4604-417d-8f5b-feef30f36710,IMRK7Eb2rE,3,,1,1,1,1,1,2025-10-25T22:18:16.953Z
head_turned,ba4b2b69-e0d9-4554-a370-d1e9dbac1570,OiSdqpAAaS,7,,2,1,1,1,1,2025-10-03T07:00:26.467Z
no_seatbelt,74100554-11da-4991-b01e-95467aa9af9a,zOwfmVPsMI,5,,1,1,1,1,1,2025-08-29T21:49:20.651Z
normal_driving,34d39bd6-ae54-4e80-9c9f-f924b00f2576,fMqjEyAl6e,2,,2,1,1,1,1,2025-07-02T11:33:08.236Z
eyes_closed,61212168-4bfa-4d85-83b8-4508068d13fa,w4BM9a6G5h,6,,2,1,1,1,1,2025-12-26T03:51:07.788Z
drowsy_eyes,40a53e36-bb31-4c10-9668-ca32e90cd39a,BKjzk59Qc3,4,,5,1,1,1,1,2025-03-10T04:55:54.695Z
yawning,df9a5702-5fb7-4888-92d0-14bb2f1207b5,Mpk3ewMdKI,5,,4,1,1,1,1,2025-11-01T07:19:43.610Z
phone_use,8ec3d575-be5a-47ee-869f-1268e3e811f0,rpp8RwXzF0,3,,4,1,1,1,1,2025-04-11T04:36:49.177Z
phone_scroll,e5157258-5513-4c5f-ab22-237f9b9dbc99,ovosvNit9R,6,,5,1,1,1,1,2025-11-25T19:23:05.600Z
drinking,72bb8fd0-5386-4c78-8173-b2fcbfb0aae6,mSZkW4MiIu,1,,4,1,1,1,1,2025-07-15T06:16:40.587Z
head_turned,1591d62c-18e2-4551-b789-9ab84a6c54bf,eKy1j8CCCD,7,,4,1,1,1,1,2025-07-27T12:26:34.752Z
no_seatbelt,5bffed7f-c6f9-4591-8b1d-55de716a9715,zzcWkPkVb6,7,,1,1,1,1,1,2025-04-11T08:12:15.584Z
normal_driving,ae145b26-3774-458c-8e1f-c8412507a4c2,zP1eh01kET,6,,5,1,1,1,1,2025-11-26T02:20:49.714Z
eyes_closed,b40e00f1-e35a-43ad-b79f-3ed506592de7,8Ucepr09vg,7,,5,1,1,1,1,2025-09-28T08:29:36.388Z
drowsy_eyes,807a5d8e-28db-4dd1-b60b-aee120fd1c78,cGGWGHJDPv,5,,4,1,1,1,1,2025-04-04T02:04:44.230Z
yawning,a105e59e-a910-4a3c-84a8-b964f7607993,Jv1oC1ZDlI,6,,1,1,1,1,1,2025-08-28T01:58:11.236Z
phone_use,02290369-4797-4625-88f4-c09fcc756538,pLaU80uSqi,1,,4,1,1,1,1,2026-01-20T14:12:19.096Z
phone_scroll,9c1cdb08-a03e-482a-9bbf-afbfbd093294,CAten5N3G6,3,,3,1,1,1,1,2025-05-21T17:40:28.745Z
drinking,308d4986-5640-4ba1-a7d2-fa614d4535e9,GDfBxQakDw,7,,2,1,1,1,1,2025-03-11T12:57:19.474Z
head_turned,4dfb41e1-fb7e-4302-8195-79e3d937381e,4hoNUAYiRS,3,,5,1,1,1,1,2025-01-26T06:04:00.056Z
no_seatbelt,00d993a8-b618-4ba4-ae5b-76efa54305f7,rdNfThWH9H,8,,1,1,1,1,1,2025-12-06T06:38:58.431Z
normal_driving,ed1233b3-e753-4506-a352-c2c921575d7f,kziYpWkSae,8,,2,1,1,1,1,2025-06-05T05:53:46.014Z
eyes_closed,cb2c9f6c-cded-4299-8ae0-00d673ae2c73,tiTO3ciXwL,2,,2,1,1,1,1,2025-09-07T01:09:56.646Z
drowsy_eyes,e89e60db-475f-4b2d-9d63-db59edbeba67,pIggFfMj2C,4,,2,1,1,1,1,2025-02-20T00:53:21.709Z
yawning,6da73522-d038-42e6-a696-cc7698ead5b6,7MtXzlNNrB,3,,5,1,1,1,1,2025-08-16T14:13:00.431Z
phone_use,5d2265c0-1b42-4f18-b62c-70d227cbd67c,2J5nyYHxci,3,,5,1,1,1,1,2025-05-25T00:51:03.091Z
phone_scroll,2e136fba-64a5-4772-a9e9-787647db76f3,wYwlXxpSes,1,,2,1,1,1,1,2025-10-21T06:44:45.724Z
drinking,45ac1c9a-ac76-480d-8fb1-f32befcbd20c,f1Hb8NSDJh,5,,4,1,1,1,1,2025-03-30T07:02:52.351Z
head_turned,d140e907-d07a-44a5-af92-34ff550b3a81,vtFkn3dEx4,4,,4,1,1,1,1,2025-09-09T16:07:52.744Z
no_seatbelt,6484c66d-6a8b-4e7a-a3f8-e93595264073,3S8NK3D7we,2,,4,1,1,1,1,2025-09-15T12:53:28.291Z
normal_driving,2cbb825f-fcff-4f0c-bb6d-c81cafa5c438,xCY978g1Gq,8,,2,1,1,1,1,2025-09-11T16:51:27.667Z
eyes_closed,614c9fc4-84d2-49ac-adbc-498eb8fb4e2b,XbaLR7jkie,8,,3,1,1,1,1,2025-07-27T14:58:02.380Z
drowsy_eyes,8817f192-07a9-49f0-be93-1e918c71b772,TMZiY4rzg9,1,,5,1,1,1,1,2025-04-02T00:23:00.460Z
yawning,bdcf7e13-6f8d-450d-bf0f-6235297df83d,tLkFcyrwMy,4,,2,1,1,1,1,2025-04-04T05:05:28.452Z
phone_use,39dbf14b-2ff6-4d55-ab08-7fa30605f604,AZMsuY1W1P,6,,1,1,1,1,1,2025-02-11T21:38:15.879Z
phone_scroll,c973ec18-15ee-478a-a112-7902543bf1cc,czM0VAKSrf,3,,3,1,1,1,1,2026-01-11T11:38:01.265Z
drinking,4bb18f98-086c-4aaa-a00c-596926d060e6,RhDENyGnJm,7,,3,1,1,1,1,2025-10-27T06:47:38.624Z
head_turned,2e5331af-a0ee-4b9e-a95c-94a1008f0581,Hsaem4NhJb,5,,1,1,1,1,1,2026-01-22T06:21:19.058Z
no_seatbelt,fe41a4b4-81bd-4716-bde6-472cb340a68c,FmAv0pgcod,8,,2,1,1,1,1,2025-05-31T16:37:30.458Z
normal_driving,58e941f2-0fb7-4a4f-8ed0-538baa5380ce,tfYYmBCEcJ,3,,5,1,1,1,1,2025-09-17T10:07:08.492Z
eyes_closed,c23cd590-4b3c-4375-bb54-adde2a1071d9,KU2vObHqr2,7,,1,1,1,1,1,2025-03-18T07:21:03.621Z
drowsy_eyes,d22b5a2a-5bf6-4869-a7ca-b5158cc2cac8,BfO1K7wXrP,7,,5,1,1,1,1,2025-07-19T04:29:24.969Z
yawning,4961c78f-57b5-44ae-bf61-315089d5571c,eWSNyPFyRF,3,,4,1,1,1,1,2025-11-06T05:23:10.288Z
phone_use,188d4ac5-54fe-4146-9e8d-490a82186036,D0Ug33Al7s,7,,5,1,1,1,1,2025-07-24T23:14:43.959Z
phone_scroll,1119c7a7-bb8e-407b-9d67-0f40d4f7aefe,1x22gpQyrT,4,,1,1,1,1,1,2025-03-28T06:45:14.020Z
drinking,63b99b84-7f0f-451a-a129-0d48c5da42ff,pfrqvFQdwC,5,,4,1,1,1,1,2025-05-05T01:37:02.180Z
head_turned,5e1f2bca-15be-4d26-ba5f-5b3f0390d842,hWxBJqdc8r,6,,2,1,1,1,1,2025-08-31T18:10:35.048Z
no_seatbelt,45626d5e-9a6c-482c-b614-92d85eb98f3a,pM7y4OCKyT,1,,1,1,1,1,1,2025-04-25T00:00:07.504Z
normal_driving,55fe40cd-742e-4b10-a001-c3da330a4060,jPH6rluO3a,8,,5,1,1,1,1,2025-02-18T17:13:17.397Z
eyes_closed,71e43e01-1ee8-4791-9ff8-0453c29835e7,NOYwrxdX6s,1,,4,1,1,1,1,2025-03-22T10:49:21.038Z
drowsy_eyes,219c43dd-e92b-421c-ac33-f1cb07929ff4,xC43zOcxKC,2,,5,1,1,1,1,2025-08-25T02:01:46.125Z
yawning,7a9e1b70-50d5-43bf-b966-38803063d08e,Q85hADN9WK,8,,2,1,1,1,1,2025-03-10T09:23:41.716Z
phone_use,61cca6ee-03e8-414b-a77f-eccc2d96c903,VjWS7cWdWy,1,,5,1,1,1,1,2025-06-10T00:01:16.232Z
phone_scroll,aca10acd-495f-4a3f-a285-8e6ecb837937,lXv6URUI1A,1,,2,1,1,1,1,2025-02-08T22:10:10.700Z
drinking,c41ac48c-d99b-4a81-a562-0b746a92bee9,x177HtoTYP,5,,5,1,1,1,1,2025-06-02T22:33:34.383Z
head_turned,e35586fd-3f98-4a45-bf6b-9d936c869b79,HsO4UtRj7z,6,,3,1,1,1,1,2025-12-16T03:03:13.378Z
no_seatbelt,81671ab2-9d99-4724-ad45-422881d3aa66,fUdmk7hssZ,1,,1,1,1,1,1,2025-02-15T03:12:15.627Z
normal_driving,69f09885-a684-4104-a079-35f029142601,iMVfmIJiaJ,6,,4,1,1,1,1,2025-05-03T06:45:16.948Z
eyes_closed,1be50fde-c368-428a-b9e5-5abf94839a97,NlRPqo58S1,2,,1,1,1,1,1,2025-05-01T03:46:15.508Z
drowsy_eyes,f456a566-d243-4215-8a36-1e4042322b03,i2XWPuWQJQ,3,,2,1,1,1,1,2025-11-23T22:48:44.950Z
yawning,cea9b6eb-5a7d-44dd-b636-7360e98a49b5,AJtx1ElxRa,3,,1,1,1,1,1,2025-12-20T02:53:21.383Z
phone_use,8291bdc5-f117-4316-98c2-058f1bb075c9,G24p5eLNP7,2,,3,1,1,1,1,2025-03-11T18:19:24.552Z
phone_scroll,f7713c4f-ea82-4c93-a13d-34e9846e128a,1mkqtngPNd,7,,2,1,1,1,1,2025-11-08T07:37:46.538Z
drinking,ecc5ec4c-4e68-4729-bc1e-ea13c299a682,RNU6rvaW2q,2,,3,1,1,1,1,2025-02-27T14:18:31.098Z
head_turned,875390ab-31c9-462c-b922-d7f6c5e1e1ba,EOxmcGLXih,8,,1,1,1,1,1,2025-01-30T09:00:48.508Z
no_seatbelt,6e892d2b-2500-47f2-a2fa-c6285b0b6096,Zs27JTyQPs,5,,1,1,1,1,1,2025-10-03T10:09:10.709Z
normal_driving,cb80b806-9c19-4d90-8f63-70b9000012d7,nta1NmLN45,8,,2,1,1,1,1,2025-02-02T20:20:55.372Z
eyes_closed,ef72a5eb-3280-4046-8871-d67cf540d57e,B52uD1Afwn,1,,3,1,1,1,1,2025-07-07T01:21:40.531Z
drowsy_eyes,510006e1-6f92-4ae2-94d9-35a79872192e,seZBxIUoT8,5,,3,1,1,1,1,2025-09-22T00:12:51.004Z
yawning,7cee0842-a767-40cb-bfca-1e98fb467566,brYd7A2922,7,,2,1,1,1,1,2025-09-16T06:25:31.955Z
phone_use,9f62d3dc-7be3-4701-a62c-0ab9f005fc85,lCrAR8sS6R,5,,3,1,1,1,1,2026-01-21T11:19:53.118Z
phone_scroll,19b0d1d0-b17b-4e83-8c29-4c2fc58c540b,nuoFtEKzpp,5,,4,1,1,1,1,2025-11-18T15:36:42.215Z
drinking,64caa688-970e-43fe-a5ed-78fcae106e15,0IFN1Al8hF,2,,1,1,1,1,1,2025-05-13T10:17:53.731Z
head_turned,5ef24a06-c6fe-4b35-a4e0-6f6f1c517d7e,ITnfqgIhAp,1,,5,1,1,1,1,2025-08-11T19:15:09.814Z
no_seatbelt,2eaa407a-73e6-4006-873f-865879eb50b8,YwS4W1vknS,1,,1,1,1,1,1,2025-03-07T08:45:02.368Z
normal_driving,441090a7-23e5-46ea-a6b3-c51717e44d01,50WgBxkPlI,3,,1,1,1,1,1,2025-08-20T05:11:22.002Z
eyes_closed,c3bb2410-5717-4ca8-a1d1-61afb0888ee7,1zGpqDMnPR,7,,3,1,1,1,1,2025-07-10T14:11:07.410Z
drowsy_eyes,a9b528f8-37ba-480f-b6a2-34573265f60f,NX9xWWAICb,5,,2,1,1,1,1,2025-09-29T00:25:16.974Z
yawning,5dc45fbf-1eab-46a1-b062-791085fc5fe5,VHb3Lb6G7w,2,,2,1,1,1,1,2025-11-04T20:42:33.097Z
phone_use,121f079e-c921-4e3b-bd4e-09c19ccd73e3,Fb8Ei4CWm6,4,,2,1,1,1,1,2025-11-25T16:26:34.542Z
phone_scroll,57de4636-7e2d-4248-a8ff-1fcefae4a4e1,rkJjwWEIsP,3,,2,1,1,1,1,2025-07-05T23:18:24.552Z
drinking,a0d43ade-aeef-45a1-b228-cc49c817a711,3CM3WrF4Gf,8,,3,1,1,1,1,2025-11-11T07:19:49.320Z
